id,director
20210,Casey La Scala
20213,Alfred Hitchcock
20215,Anthony C. Ferrante
20220,Philippe de Broca
20222,Boris Quercia
20223,Fernando Sariñana
20224,Jessica Manafort
20227,Andrew Morahan
20235,Cullen Blaine
20236,Danny Lerner
20238,Alan Rafkin
20242,Arthur Hiller
20246,Orson Welles
20263,William Olsson
20268,Bruno Barreto
20271,Pietro Germi
20277,Norman Tokar
20278,Charles Barton
20283,Peter Yates
20287,Walter Hill
20289,Lili Fini Zanuck
20294,Anees Bazmee
20304,Ernest R. Dickerson
20306,George Huang
20307,Jack Sholder
20309,J.B. Rogers
20312,Bob Gale
20313,Danny Clinch
20321,Nick Willing
20323,Jamie Blanks
20324,Anthony Asquith
20325,George Stevens
20329,Hideo Nakata
20330,Fritz Lang
20334,Ernst Lubitsch
20339,Robert Young
20342,Jay Chou
20343,Hamilton Luske
20344,John Daly
20345,Dario Argento
20348,Kevin Reynolds
20352,Pierre Coffin
20357,Marc Evans
20359,Neeraj Vora
20360,Vipul Amrutlal Shah
20367,Edgar G. Ulmer
20371,Jason Connery
20377,Robert C. Ramirez
20378,Robert C. Ramirez
20379,John Frankenheimer
20381,Louis Morneau
20382,Jared Drake
20391,Joshua Logan
20405,Maria Maggenti
20407,John Hindman
20408,Roy William Neill
20410,Jim Stenstrum
20411,Simon Fellows
20413,Indra Kumar
20414,Carlo Verdone
20416,Peter Yates
20417,Roy William Neill
20421,Gary Goldman
20423,Al Reinert
20424,William Cameron Menzies
20425,Nick Wickham
20431,Mika Ninagawa
20432,Jörg Ihle
20435,David Jackson
20441,Martin Barnewitz
20442,Anthony Mann
20443,Bud S. Smith
20444,Arthur Hiller
20453,Rajkumar Hirani
20455,Mamoru Hosoda
20465,Michele Soavi
20471,Rawson Marshall Thurber
20472,Howard R. Cohen
20481,Clive Barker
20482,Jules Dassin
20483,Bart Freundlich
20495,David Dhawan
20496,Ketan Mehta
20497,Sandra Goldbacher
20502,María Lidón
20504,Albert Hughes
20513,John Humber
20521,Andy Fickman
20526,Joseph Kosinski
20527,Yoji Yamada
20529,Nina Paley
20530,Yasujirō Ozu
20532,Kenji Mizoguchi
20533,Jimmy Hayward
20536,Billy Crystal
20537,Derek Jarman
20539,Nicholas Hytner
20540,Sidney Lumet
20542,Marc F. Adler
20544,Joseph Sargent
20551,Coke Sams
20556,Michael Lindsay-Hogg
20558,Joe Sichta
20567,Norifumi Suzuki
20575,Gavin Taylor
20595,James Moll
20604,Sam Dunn
20605,Ryoo Seung-wan
20606,Jake West
20607,José Luis Cuerda
20616,John Polson
20617,Nagisa Ōshima
20618,Steve Rash
20620,John Frankenheimer
20625,Robert Florey
20626,Frédéric Auburtin
20628,Paul Bogart
20637,Henry Bromell
20638,William A. Wellman
20639,Vincent McEveety
20640,George Stevens
20641,Michael Landon Jr.
20645,Akira Kurosawa
20646,Takashi Miike
20648,Michael Davis
20649,Spike Lee
20653,Jugal Hansraj
20656,Shaad Ali
20662,Ridley Scott
20663,John Cromwell
20668,Katrina Holden Bronson
20676,Bill Duke
20677,Kenji Kodama
20678,Mike Binder
20679,Rocco Urbisci
20681,John Irvin
20682,Pontus Löwenhielm
20688,Vishal Bhardwaj
20689,John Malkovich
20694,Norton Virgien
20697,Brian Robbins
20700,Sticky Fingaz
20701,John Harrison
20704,Stan Dragoti
20712,Ken Russell
20714,Nikita Mikhalkov
20718,Jon Sherman
20719,Marek Koterski
20720,Manny Rodriguez
20721,Andrew Davis
20722,Kunio Katou
20723,Robert Stevenson
20726,Duwayne Dunham
20735,Bob Spiers
20737,Charles Martin Smith
20742,Apoorva Lakhia
20755,Bill Bannerman
20756,Dick Sebast
20758,Vincente Minnelli
20759,Reginald Hudlin
20760,Tony Leondis
20761,Ron Shelton
20762,Robert Mandel
20763,Richard Donner
20764,Alex Rivera
20766,John Hillcoat
20770,Jamie Babbit
20771,Steve Loter
20776,Paul A. Kaufman
20777,Jonathan Liebesman
20778,Jean-Pierre Melville
20781,Paul Etheredge
20782,Parviz Saghizadeh
20785,Jim Henson
20787,Çetin İnanç
20789,Rocco DeVilliers
20794,David Atkins
20802,Richard Rush
20803,Leonid Gaidai
20811,Tsui Hark
20815,Volker Schlöndorff
20825,Nia Vardalos
20829,Judd Apatow
20842,Bob Clark
20848,Vladimir Motyl
20850,Don Edmonds
20853,William Wyler
20856,John Schultz
20857,Brian Robbins
20858,Hal Ashby
20859,Brenton Spencer
20871,Aleksandr Sery
20873,Leonid Gaidai
20874,Georgiy Daneliya
20875,Leonid Gaidai
20876,Jan Egleson
20878,Leonid Gaidai
20883,Aleksandr Rogozhkin
20899,Leonid Nechayev
20910,Kirk R. Thatcher
20912,Spike Lee
20914,Mario Monicelli
20919,Adam Mason
20921,Hideaki Anno
20927,Michael Goldenberg
20932,Aleksandr Rou
20941,Luis Mandoki
20942,Samuel Fuller
20943,Robert Luketic
20945,Mark Robson
20963,Oleg Fomin
20975,Yuri Chulyukin
20977,Aleksei Mishurin
20978,Gérard Lauzier
20980,Slava Tsukerman
20981,Andrew Leman
20982,Hajime Kamegaki
20983,Vincent Scordia
20986,Hiroyuki Imaishi
20992,Alexey Balabanov
20993,Alexey Balabanov
20994,Alexey Balabanov
21014,Scott Marshall
21027,Andrew V. McLaglen
21028,Vladimir Menshov
21029,Steve Zacharias
21032,Simon Wells
21035,Paul Verhoeven
21038,John Frankenheimer
21039,James Dearden
21042,Emir Kusturica
21043,Marcelo Piñeyro
21044,Karen Disher
21052,Ed Solomon
21055,Julie Davis
21057,Tomomi Mochizuki
21078,Bill Kopp
21106,Predrag Antonijević
21115,Yang Yun-ho
21118,Jordan Brady
21128,Carl Franklin
21131,Adam Elliot
21135,Michelangelo Antonioni
21138,William Dear
21141,William Dear
21143,Steve Sekely
21147,Norman Tokar
21148,Sean S. Cunningham
21151,Jimmy Huston
21159,Ubaldo Ragona
21168,Philip Ridley
21173,Gabriel Range
21174,Hiroaki Gohda
21175,Farhan Akhtar
21182,Sally George
21183,Carlo Carlei
21184,Priyadarshan
21185,Ken Kwapis
21189,Keith Fulton
21191,Cary Joji Fukunaga
21194,Issa López
21198,Pascal Laugier
21208,Jaume Collet-Serra
21210,Mani Ratnam
21219,Michael Karbelnikoff
21241,Paul Bartel
21242,Edwin Sherin
21246,Josh Stolberg
21250,Mario Piluso
21252,Gary Oldman
21259,Lynne Littman
21260,C. Thomas Howell
21266,Sidney W. Pink
21291,Gary David Goldberg
21295,John Schultz
21296,Phil Karlson
21297,Ayan Mukherjee
21299,Joe Camp
21301,Kevin Rodney Sullivan
21309,Tim Hunter
21311,Hugh Hudson
21316,Tony Craig
21332,Thomas Michael Donnelly
21334,Majid Majidi
21338,Craig R. Baxley
21344,Peter Medak
21345,Lu Chuan
21348,Michel Ocelot
21349,Wayne Wang
21352,George T. Miller
21355,Billy Bob Thornton
21356,Clive A. Smith
21358,Warren P. Sonoda
21362,Neil Jordan
21373,Talia Lugacy
21376,Paul Aaron
21379,David Molina
21380,Bruno Mattei
21382,Eric Barbier
21385,Donovan Cook
21398,Paul Solet
21407,Marcus Dunstan
21413,Kyle Rankin
21422,Kenji Kodama
21427,Francis Veber
21430,Abel Ferrara
21433,Malcolm Mowbray
21435,Patrice Leconte
21448,Burny Mattinson
21449,Woody Allen
21450,Mike Leigh
21451,Fritz Lang
21452,Kenji Kodama
21453,Yoshiaki Kawajiri
21454,Henry Hathaway
21461,Rajkumar Hirani
21468,Walter Lang
21469,Alex Merkin
21481,Stuart Gillard
21484,Andrzej Żuławski
21489,Ronald Neame
21490,Akira Kurosawa
21494,Laurent Tirard
21500,Lewis John Carlino
21501,Juha Wuolijoki
21505,Chris Durlacher
21506,Kôji Shiraishi
21512,David Webb Peoples
21515,Mickey Rose
21518,Robert Vince
21519,Jackie Chan
21521,Jackie Chan
21522,Stephen Fung Tak-Lun
21525,Lauren Lazin
21531,Bong Joon-ho
21533,Philip Spink
21538,Cory McAbee
21539,Penny Marshall
21542,Troy Byer
21544,Mark Herman
21564,Fritz Lang
21566,Dharmesh Darshan
21575,Jacques Audiard
21580,John Moffitt
21583,Stephen Belber
21588,Michele Soavi
21597,Sam Irvin
21603,Kevin Burns
21605,Peter Hewitt
21610,Bruce Malmuth
21612,Abel Ferrara
21614,Priyadarshan
21619,Stuart Gordon
21623,Dagen Merrill
21626,Lynne Stopkewich
21627,Sam Raimi
21629,Sidney Poitier
21630,Mia Goldman
21631,Carol Reed
21634,Russell Mulcahy
21635,Anatole Litvak
21641,Tom Hooper
21647,Yoon Tae-yoon
21661,Richard Martin
21665,Rajkumar Santoshi
21683,Curt Geda
21700,Juanma Bajo Ulloa
21705,Kallan Kagan
21710,Steve Anderson
21711,Michael Ritchie
21712,Masaaki Yuasa
21717,George Sherman
21721,Martin Davidson
21724,Damien Dante Wayans
21733,Corey Yuen
21734,Alfred Hitchcock
21735,Michael Powell
21736,Greg MacGillivray
21752,Daniel Filho
21755,Rian Johnson
21764,Bill Forsyth
21765,John Robert Hoffman
21766,Songyos Sugmakanan
21776,Nicolas Boukhrief
21778,Alain Chabat
21779,Phil Karlson
21780,Ian Toynton
21786,Roar Uthaug
21788,Nicolas Bary
21791,Michael Philip
21793,Janice Karman
21797,Won Shin-yeon
21800,Thomas Dunn
21811,Damian Lee
21828,John Duigan
21832,Hideaki Anno
21835,Jeffrey Lau
21838,Matthew Leutwyler
21840,Gordon Hessler
21845,Daniel Stern
21849,Elia Kazan
21860,Richard Friedman
21861,Lisa Azuelos
21862,Christian Forte
21864,Steven R. Monroe
21866,Clint Eastwood
21867,Trevor Nunn
21868,Bruce Beresford
21871,Marvin J. Chomsky
21873,Tony Bill
21874,Michael Crichton
21876,Mark Robson
21878,James Cotten
21879,Floyd Mutrux
21882,Burt Reynolds
21887,Lewis John Carlino
21891,Dana Lustig
21900,Eran Creevy
21910,Glenn McQuaid
21915,Jeff Pollack
21922,Paul Ziller
21925,Godfrey Reggio
21927,Ray Gower
21930,Noriaki Yuasa
21935,Alex Zamm
21943,Luis Prieto
21946,Franck Mancuso
21948,John Flynn
21954,Eric Forsberg
21956,Scott Jeralds
21964,Jeong Chang-Hwa
21967,Yasujirō Ozu
21968,Gordon Parks Jr.
21970,John Hough
21972,John Schultz
21989,Peter Markle
21991,David Mamet
22004,Walter Hill
22007,Gideon Raff
22013,Richard Brooks
22021,Jack Hill
22023,Tony Richardson
22029,Larry Cohen
22033,Gordon Hessler
22048,Jack Hill
22049,Luigi Cozzi
22051,Max Mayer
22059,Oley Sassone
22060,David Smith
22066,Jordan Barker
22073,Bill Duke
22074,Michael Moore
22076,Ron Krauss
22081,LeVar Burton
22084,Paul Hoen
22085,Pierre Gill
22090,Don Siegel
22094,Walter Hill
22100,Paul Soter
22102,Jeff Kanew
22105,Ariel Vromen
22112,Robert Siodmak
22124,Liu Chia-Liang
22125,Nick Wickham
22130,Jean Rollin
22135,Dror Soref
22136,François Ozon
22137,Lars von Trier
22152,Derick Martini
22154,Roy Allen Smith
22156,Florent-Emilio Siri
22160,Taylor Hackford
22164,Ben Ramsey
22171,Abel Ferrara
22172,J. Michael Muro
22175,Nicholaus Goossen
22178,Fritz Lang
22182,Claudio Cupellini
22183,Bernard Borderie
22189,Sydney Pollack
22200,Shane Meadows
22201,John Sturges
22213,James B. Harris
22215,Stephen Frears
22230,Brad Anderson
22240,Claude Zidi
22244,Brian Yuzna
22257,Juliusz Machulski
22259,Mark Baldo
22267,Ang Lee
22274,Antonello Grimaldi
22292,Joseph L. Mankiewicz
22293,Harold P. Warren
22301,Howard Hughes
22302,Denis Villeneuve
22307,Brian De Palma
22309,Jonathan Lynn
22311,Enzo G. Castellari
22314,Michael Rymer
22316,Mastan Alibhai Burmawalla
22317,Simon Wincer
22318,David Veloz
22323,Penelope Spheeris
22327,Miguel Arteta
22328,Vincent McEveety
22335,Lee Demarbre
22342,Joseph H. Lewis
22345,Bob Clark
22355,Michael Herbig
22356,James Edward Grant
22358,Pavel Lungin
22371,Lev L. Spiro
22373,Ferzan Özpetek
22377,John Wayne
22379,Steven Lisberger
22383,Richard Brooks
22386,Robert Mulligan
22387,Mervyn LeRoy
22390,Norman Taurog
22398,John Polson
22404,Fritz Lang
22411,Katsuyuki Motohiro
22414,Mike Nichols
22419,Gregory Mackenzie
22423,Irwin Winkler
22434,William Dear
22440,Lambert Hillyer
22450,Charles Robert Carner
22451,Jason Wulfsohn
22455,Philip Brophy
22466,James L. George
22473,Joshua Michael Stern
22476,Kyle Rankin
22477,Woody Allen
22478,Woody Allen
22488,Michael Landon Jr.
22490,George Cukor
22492,Davis Guggenheim
22494,Gareth Carrivick
22500,René Laloux
22501,René Laloux
22502,Philippe Leclerc
22503,Antonio Navarro
22504,Paul Grimault
22511,Bam Margera
22512,Antonio Serrano
22515,Roy Knyrim
22522,Charles Jarrott
22527,Alfred Hitchcock
22536,Park Chan-wook
22537,Toshiya Shinohara
22538,Edgar Wright
22543,Paul Henreid
22549,Theo Angelopoulos
22555,Robert Harmon
22556,Udayan Prasad
22559,James Cameron
22572,R.J. Kizer
22582,Phil Roman
22584,Howard Hawks
22586,Richard Rich
22590,Aaron Norris
22596,Fred C. Newmeyer
22597,Greg Berlanti
22599,Guy Ritchie
22606,Robert N. Bradbury
22611,Masami Hata
22613,Howard Hughes
22620,Brian Levant
22623,Claude Zidi
22624,Jacques-Rémy Girerd
22625,Pat O'Connor
22627,Christopher Cain
22633,Jada Pinkett Smith
22638,Laurence Olivier
22640,Jonas Pate
22642,Roger Corman
22643,Jamie Mitchell
22649,Frank Borzage
22650,Henri Verneuil
22660,Robert Stevenson
22681,Morgan J. Freeman
22683,Thomas Carter
22692,William A. Wellman
22694,Roger Corman
22705,Tinto Brass
22717,Prabhu Deva
22724,Wayne Isham
22727,Coleman Francis
22728,Carlo Verdone
22731,James Isaac
22733,John Huston
22744,Robert Stevenson
22747,Gary Sinyor
22752,Hamilton Luske
22774,Matt Tyrnauer
22784,Martin Scorsese
22786,Umberto Riccioni Carteni
22787,Dominic Sena
22794,Phil Lord
22796,Mark Steven Johnson
22797,Neil Jordan
22798,Drew Barrymore
22800,Jeff Stilson
22803,F. Gary Gray
22804,Kevin Greutert
22805,Katherine Dieckmann
22815,Richard Fleischer
22820,Jared Hess
22821,Troy Duffy
22824,Olatunde Osunsanmi
22825,Richard Kelly
22826,Roberto Benigni
22828,David Mamet
22829,Richard Quine
22832,James McTeigue
22843,Hideaki Anno
22855,Sam Liu
22859,Dale Carman
22871,Delmer Daves
22874,Stanley Donen
22881,John Lee Hancock
22882,Jonathan auf der Heide
22885,Henry Lehrman
22894,Scott Stewart
22897,Nancy Meyers
22899,Shigeo Tanaka
22907,John Luessenhop
22910,Jack Hill
22914,Yasunao Aoki
22937,Gerald Thomas
22939,
22943,Mack Sennett
22947,Jason Reitman
22949,Walt Becker
22954,Clint Eastwood
22958,Neil LaBute
22970,Drew Goddard
22971,Lasse Hallström
22972,Paul Greengrass
22975,Jeff Margolis
22976,John Hough
22998,Alan Johnson
22999,A. Edward Sutherland
23023,Michael Lembeck
23030,Stanley Donen
23033,Zoltan Korda
23044,R.J. Cutler
23047,Dominic Sena
23048,Steve Pink
23049,Donald Petrie
23056,Daniel Robichaud
23069,Joe Camp
23076,Ferdinando Baldi
23077,Alan C. Blomquist
23082,Ricky Gervais
23096,Michael Pressman
23101,Norman Z. McLeod
23102,Stanley Kramer
23108,George B. Seitz
23111,Paul Mazursky
23116,Dylan Avery
23127,Rob Zombie
23128,Louie Psihoyos
23150,Ei Aoki
23152,Joseph L. Mankiewicz
23153,Mitsuru Obunai
23154,Teiichi Takiguchi
23155,Takayuki Hirao
23160,Béla Tarr
23167,Shinsuke Takizawa
23168,Ben Affleck
23169,Allen Coulter
23172,Brian Levant
23173,Jon Wright
23174,Josef Rusnak
23190,David De Vries
23194,John Sturges
23196,Stephen Milburn Anderson
23200,James D. Deck
23202,Michael Dougherty
23210,Fred Schepisi
23220,Terence Fisher
23273,Carlo Verdone
23282,Buster Keaton
23303,Maurice Phillips
23319,Marty Callner
23330,Sam Peckinpah
23336,Frank Capra
23356,Uli Edel
23367,Todd Graff
23382,Thomas Jane
23383,Laurence Olivier
23391,Robert N. Bradbury
23397,Ulu Grosbard
23398,Betty Thomas
23404,Dolph Lundgren
23410,Mark A. Lewis
23437,Samuel Bayer
23438,Steve Miner
23439,Roger Corman
23446,Atsuji Shimizu
23449,Tom DeCerchio
23452,Hiroyuki Imaishi
23470,Neal Israel
23478,Petter Næss
23479,Michael Ritchie
23483,Matthew Vaughn
23488,Oliver Parker
23506,Herschell Gordon Lewis
23509,Giovanni Veronesi
23512,Scott Hicks
23514,Bruce Robinson
23517,Bettina Oberli
23518,John Frankenheimer
23520,David Carson
23521,Chuck Jones
23527,Aljosha Klimov
23530,Kevin Ko
23535,Mark L. Lester
23538,Yoo Ha
23550,Ferzan Özpetek
23566,William Lau
23567,Howard Hawks
23568,Clare Kilner
23570,Matt Reeves
23587,William Lustig
23592,Tony Giglio
23599,Gary Sherman
23601,John Curran
23606,Takeshi Kitano
23609,Jang Jin
23618,Spike Lee
23619,Giulio Manfredonia
23627,H. C. Potter
23629,Zack Snyder
23631,Robert Rodriguez
23637,Lina Wertmüller
23655,Greg Harrison
23668,Daniel Petrie
23685,Henry Selick
23691,Stuart Gillard
23706,Phil Traill
23719,George Gallo
23720,Lynn Shelton
23724,Daniel Mann
23728,Daniel Mann
23730,Douglas Cheek
23736,Tibor Takács
23742,Kevin Smith
23752,Michael Ritchie
23759,Neil Marshall
23761,Alfred Sole
23764,Jochen Alexander Freydank
23790,S.S. Rajamouli
23805,Richard Donner
23807,Sergio Martino
23816,David Flores
23823,Declan O'Brien
23827,Oren Peli
23830,Massy Tadjedin
23832,Mario Monicelli
23834,Kim Tae-gyun
23854,João Daniel Tikhomiroff
23855,Mick Jackson
23903,Norton Virgien
23908,Keith Gordon
23916,Sylvester Stallone
23919,James Komack
23924,Alberto Cavalcanti
23928,Raoul Walsh
23939,Peter Hyams
23941,Michael Radford
23942,Stuart Gillard
23943,Robert J. Rosenthal
23945,Arthur Hiller
23949,Richard Linklater
23951,Gary Hustwit
23954,Louis Malle
23957,Jonathan Kaplan
23963,Bruce McDonald
23964,Stephen Boyum
23965,Werner Herzog
23966,Marcel Sarmiento
23967,Melanie Mayron
23988,Bo Zenga
23990,Asia Argento
23998,Bill Melendez
24001,Dave Parker
24003,Fritz Lang
24005,Roy Ward Baker
24008,Howard Hawks
24010,Joshua Logan
24012,Laurence Olivier
24014,George Cukor
24016,Bernardo Bertolucci
24018,Edward D. Wood Jr.
24020,Steve Boyum
24021,David Slade
24029,David van Eyssen
24032,Carl Reiner
24034,Timothy Bjorklund
24038,Robert Englund
24049,Shankar
24051,Ernie Barbarash
24053,Michael Keaton
24055,Jay Duplass
24056,Scott Mann
24066,Mark Illsley
24070,Nora Ephron
24071,Lawrence Kasdan
24080,Brian Burns
24086,Nick Castle
24090,Steven R. Monroe
24099,Joseph Ruben
24100,Uli Edel
24102,Charles Grosvenor
24103,Gene Wilder
24106,Edgar G. Ulmer
24111,Mark Robson
24115,Bob Dolman
24116,Tennyson Bardwell
24122,Bart Freundlich
24123,Nisha Ganatra
24124,Tony Maylam
24126,Anthony Hickox
24128,Jonathan Demme
24130,Gordon Douglas
24133,Adam Fields
24134,John Schlesinger
24137,Oliver Parker
24150,Rob Zombie
24153,Steve Rash
24159,Corneliu Porumboiu
24160,Mario Monicelli
24161,Nanni Loy
24163,Wong Kar-wai
24164,Marco Bellocchio
24166,Tsai Ming-liang
24167,Vittorio De Sica
24168,Gabriele Salvatores
24169,Marcello Cesena
24179,Enzo D'Alò
24182,Mario Monicelli
24183,Luc Dardenne
24186,Rose Troche
24188,Dino Risi
24190,Michael Haneke
24192,Pier Paolo Pasolini
24194,Ted Nicolaou
24197,Alfred Hitchcock
24198,Scott Harper
24200,Hal Hartley
24226,Sidney Lumet
24229,Don Siegel
24230,Albert Pyun
24231,Deran Sarafian
24232,Karen Disher
24236,Robert Butler
24238,Adam Elliot
24241,Bruce Beresford
24248,Richard Fleischer
24249,Curtis Hanson
24253,Daniel Alfredson
24260,Claude Zidi
24264,John Guillermin
24266,George T. Miller
24271,Peter Hewitt
24273,Daniel Waters
24274,Gary Sherman
24275,Kevin Dowling
24276,John Sayles
24293,Kazuaki Kiriya
24309,Peter Sheridan
24328,John Lasseter
24330,Eduardo Sánchez
24331,Christian Duguay
24341,Stuart Gordon
24348,Godfrey Reggio
24351,Michael Keusch
24356,Larry Charles
24357,Andrew R. Jones
24358,Mahiro Maeda
24362,Mahiro Maeda
24363,David Duchovny
24365,Giulio Base
24382,Mario Monicelli
24392,Gregory Connors
24395,Sidney Lumet
24397,William Tyler Smith
24402,Just Jaeckin
24405,Dennis Hopper
24408,Kevin Willmott
24409,Rolfe Kanefsky
24411,Isaac Florentine
24417,Ataru Oikawa
24418,Paul Weitz
24420,Robert Schwentke
24421,Peter A. Dowling
24426,Cem Yılmaz
24428,Joss Whedon
24429,William Friedkin
24432,Frank Passingham
24438,Marc Lawrence
24444,Kimiyoshi Yasuda
24446,Ron Underwood
24447,Steven J. Santos
24450,Tate Taylor
24452,Roger Corman
24453,John Byrum
24458,Franny Armstrong
24461,David Mackenzie
24469,Andrea Arnold
24475,Christian Duguay
24476,David M. Evans
24477,Mark Griffiths
24478,David M. Evans
24479,Kevin Burns
24480,Peter Sohn
24481,George Cukor
24488,Olivier Assayas
24505,Pearry Reginald Teo
24508,Don Siegel
24525,Anthony Drazan
24528,Jeff Lew
24546,mink
24548,Lisa Gottlieb
24553,Ridley Scott
24554,Charles Grosvenor
24556,Charles Grosvenor
24558,Bob Clark
24559,George Roy Hill
24567,François Velle
24569,Gerald Thomas
24575,Jerry Jameson
24580,Val Guest
24584,Simon Shore
24585,James Frawley
24586,Azazel Jacobs
24589,Ronnie del Carmen
24590,Stephen Deutsch
24593,Timothy Greenfield-Sanders
24615,Tim Maltby
24618,Scott McGehee
24619,Michael Haussman
24621,Linda Mendoza
24624,Po-Chih Leong
24625,Norman Jewison
24632,John Kalangis
24634,John Irvin
24643,Matt Codd
24646,Lasse Åberg
24647,Lasse Åberg
24648,Robby Henson
24650,King Vidor
24653,Paolo Sorrentino
24654,William Arntz
24655,Elliot Silverstein
24657,Andrei Tarkovsky
24660,Shinichiro Watanabe
24662,Mark Dindal
24664,Spike Lee
24665,Michael French
24671,Vincent Ward
24674,Danny Pang
24675,Koji Morimoto
24676,Richard Pearce
24679,Clint Eastwood
24683,Patricia Harrington
24684,Lone Scherfig
24685,Philippe de Broca
24696,Tony Cervone
24702,Sheldon Wilson
24734,Franc Roddam
24735,Norman Jewison
24739,Steve De Jarnatt
24740,Sidney J. Furie
24742,David Greenwalt
24746,Lance Mungia
24747,Rowdy Herrington
24748,Martin Ritt
24749,Fred Schepisi
24750,Nicholas Meyer
24751,Dick Powell
24752,Mitsuo Hashimoto
24754,Chris Mason Johnson
24756,Gerry Lively
24767,Charles Haid
24768,Marek Koterski
24774,Akira Kurosawa
24778,Andrew Prendergast
24782,David Green
24786,Tom Roberts
24787,Paul Sommers
24789,Ted Nicolaou
24793,Roger Young
24794,Mike Southon
24795,William Dear
24798,David Byrne
24799,Griff Furst
24801,Francine McDougall
24803,Nora Ephron
24804,Scott Sanders
24805,Cecil B. DeMille
24807,Frank Capra
24808,Jack Clayton
24811,Nick Castle
24821,Pål Øie
24822,Won Shin-yeon
24825,Eric Karson
24827,Rajkumar Santoshi
24831,Joe Dante
24832,Jeff King
24833,Robert Vince
24836,Fred Vogel
24837,Fred Vogel
24858,Theo Angelopoulos
24860,Erik Van Looy
24863,Don Hartman
24868,Andrew van den Houten
24869,Jamin Winans
24873,Michael Winner
24881,Barra Grant
24883,Robert Dalva
24884,Robert Porter
24889,Alan Mak
24913,Fred Walton
24914,Shinichiro Watanabe
24918,Mel Brooks
24919,Andrea Bianchi
24920,Lucio Fulci
24921,Bill Corcoran
24922,Herman Yau
24924,Kevin Tenney
24925,Brian Trenchard-Smith
24926,Rick Reinert
24927,Jeff Broadstreet
24929,Ken Wiederhorn
24935,Ellory Elkayem
24936,Scott McGehee
24939,Ellory Elkayem
24940,Mark Waters
24948,Jason Murphy
24950,Peter Chung
24951,John D. Hancock
24959,Yoshiaki Kawajiri
24960,Takeshi Koike
24961,Sidney Lumet
24965,George Stevens
24970,David Mallet
24972,Matthew Longfellow
24973,Michael Curtiz
24982,James Cameron
24993,Albert Pyun
24998,Errol Morris
25000,Ángel Muñiz
25006,Abdul Malik Abbott
25009,John Ford
25012,Robert Lee
25016,Leslie Howard
25018,Jeff Burr
25035,Michael G. Bartlett
25037,Emeric Pressburger
25038,Phillip Guzman
25047,Jean-Pierre Melville
25050,Hirokazu Kore-eda
25053,Hirokazu Kore-eda
25055,Leigh Scott
25059,David R. Ellis
25060,David Gebroe
25061,Ulli Lommel
25062,Tony Richardson
25066,Rusty Cundieff
25073,Sean McConville
25074,Jackie Chan
25087,Alan Mehrez
25095,Peter Kosminsky
25103,Jacques Tourneur
25121,Chakri Toleti
25124,Ken Yip Wing-Kin
25126,Martin McDonagh
25128,Valerie Breiman
25132,Robert Rodriguez
25133,Rudy De Luca
25137,Peter Hyams
25142,Andrey Zvyagintsev
25143,Brian Kirk
25145,Philip Cruz
25147,Michael Winterbottom
25151,Amir Valinia
25154,Todd Louiso
25155,Joseph Ruben
25166,Nick Gomez
25167,George Sidney
25170,Robert David Sanders
25172,Michael Lantieri
25182,David S. Cass Sr.
25183,Nicholas Jasenovec
25188,Peter Bogdanovich
25189,Barbra Streisand
25195,Anand Tucker
25196,Scott Cooper
25197,Rémi Bezançon
25199,Dorian Walker
25205,Radu Mihăileanu
25208,Kasi Lemmons
25209,George Sidney
25218,Bill Guttentag
25221,Mark Rydell
25224,Roger Christian
25237,Elem Klimov
25239,Meir Zarchi
25241,Jeff Lieberman
25248,Michael McGowan
25251,Jacques Deray
25253,Georges Lautner
25259,Daniela Féjerman
25264,Henri Verneuil
25278,Takahiro Imamura
25284,John Dahl
25290,Christopher Frank
25300,Gabriele Salvatores
25313,Dylan Kidd
25318,Jack Gold
25319,Roger Corman
25329,Yam Laranas
25330,Peter Faiman
25338,Daryl Duke
25350,Dan Harris
25352,Tom Kirk
25355,Olivier Assayas
25364,Billy Wilder
25376,Juan José Campanella
25377,Daniel Benmayor
25385,Arthur Hiller
25388,Dick Richards
25389,Joe Dante
25392,Irving Pichel
25396,Victor Dal Chele
25400,Mike Joens
25403,Nanni Moretti
25405,Ross Katz
25423,Philip Spink
25426,Claudio Fäh
25430,Robert Rossen
25431,George Cukor
25438,Charles Martin Smith
25447,Bill Fishman
25451,Talmage Cooley
25460,Bille August
25461,Peter Sollett
25462,Mark Brown
25466,Álex de la Iglesia
25468,Louis Malle
25472,David Soren
25473,Phil Karlson
25474,Soi Cheang
25475,Klay Hall
25476,Alan Clarke
25479,Jonathan Louis Lewis
25482,Vicente Aranda
25493,Jim Wynorski
25495,Carol Reed
25497,Mike Figgis
25501,James Foley
25502,Irving Rapper
25504,Samuel Fuller
25508,Jacques Tourneur
25516,Rakesh Roshan
25518,Coline Serreau
25520,Terence Davies
25523,Simon J. Smith
25527,Randa Haines
25528,Cedric Sundstrom
25533,Glasgow Phillips
25536,Johnnie To
25538,Edward Yang
25539,Sammo Hung
25551,Edward Dmytryk
25553,Jack Cardiff
25556,Charles Grosvenor
25557,Stuart Orme
25560,Franco Zeffirelli
25562,Michael Hoffman
25563,Lloyd Bacon
25565,
25566,Miloš Forman
25571,Steve Wang
25573,Clint Hutchison
25576,Elliott Lester
25587,Charles Grosvenor
25594,Franck Khalfoun
25597,Yim Pil-sung
25598,Sean Penn
25599,James W. Horne
25602,Isaac Florentine
25606,Luciano Salce
